"id_receita","receitas_concatenadas"
613,"bolsas de tablet/laptop, Pequenas Caixas de Presente, bolsas de tablet/laptop, Barbante Natural 6 - Laranja Claro, mantas para bebe, Pequenas Caixas de Presente, mantas para bebe, Barbante Natural 6 - Laranja Claro"
614,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Lã algodão 4 - Amarelo Claro, cintos, Agulha de Crochê 4,0 mm, cintos, Lã algodão 4 - Amarelo Claro"
615,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 4 - Azul"
616,"biquinis, Agulha de Crochê 4,0 mm, biquinis, Lã algodão 8 - Rosa Escuro, cobertores, Agulha de Crochê 4,0 mm, cobertores, Lã algodão 8 - Rosa Escuro"
617,"bonecos, Chapéu de Inverno, bonecos, Lã Amigurumi  Pelúcia - Marrom, bonecos, Lã Amigurumi Soft - Verde Escuro, capas para almofadas, Chapéu de Inverno, capas para almofadas, Lã Amigurumi  Pelúcia - Marrom, capas para almofadas, Lã Amigurumi Soft - Verde Escuro"
618,"bonecos, Pequenas Caixas de Presente, bonecos, Lã Amigurumi  Brilho - Marrom, bonecos, Lã algodão 8 - Vermelho"
619,"golas, Lã Amigurumi Soft - Vermelho Claro, animais de pelucia, Lã Amigurumi Soft - Vermelho Claro"
620,"chapeus, Boca de Boneca 15mm, chapeus, Lã Amigurumi  Pelúcia - Verde Claro, chapeus, Lã Amigurumi Soft - Rosa Claro"
621,"amigurumis, Chapéu de Cowboy, meias, Chapéu de Cowboy"
622,"capas para garrafas de agua quente, Óculos de Mergulho, capas para garrafas de agua quente, Chapéu de Cowboy, capas para garrafas de agua quente, Lã Amigurumi Soft - Vermelho Claro, capas para garrafas de agua quente, Lã Amigurumi Soft - Amarelo Claro"
623,"almofadas, Agulha de Crochê 4,0 mm, almofadas, Barbante 4 - Laranja, almofadas, Lã algodão 8 - Verde Escuro"
624,"bonecos, Pequenas Caixas de Presente, bonecos, Lã Amigurumi  Pelúcia - Azul Escuro, bonecos, Lã Amigurumi  Brilho - Azul Claro, porta-shampoo, Pequenas Caixas de Presente, porta-shampoo, Lã Amigurumi  Pelúcia - Azul Escuro, porta-shampoo, Lã Amigurumi  Brilho - Azul Claro"
625,"mochilas, Boca de Sorriso 20mm, mochilas, Lã Amigurumi Soft - Verde Escuro, porta-copos, Boca de Sorriso 20mm, porta-copos, Lã Amigurumi Soft - Verde Escuro"
626,"top cropped, Agulha de Crochê 4,0 mm, top cropped, Lã algodão 4 - Azul, top cropped, Lã algodão 8 - Verde Escuro, enfeites para carrinho de bebe, Agulha de Crochê 4,0 mm, enfeites para carrinho de bebe, Lã algodão 4 - Azul, enfeites para carrinho de bebe, Lã algodão 8 - Verde Escuro"
627,"mobiles para berco, Olhos de Cachorro de Pelúcia 12mm, mobiles para berco, Óculos de Leitura, mobiles para berco, Lã Amigurumi  Pelúcia - Preto"
628,"blusas, Barbante 8 - Laranja, blusas, Lã algodão 8 - Branco"
629,"diversos, outros, Pequenas Caixas de Presente, diversos, outros, Lã algodão 4 - Amarelo, diversos, outros, Lã algodão 4 - Azul Escuro"
630,"cortinas, Guirlandas, cortinas, Lã Amigurumi  Pelúcia - Verde Escuro, cortinas, Lã Amigurumi Soft - Laranja"
631,"bolsas, Boca de Cachorro 12mm, bolsas, Lã Amigurumi  Pelúcia - Azul, bolsas, Lã Amigurumi Soft - Vermelho Claro, capas para almofadas, Boca de Cachorro 12mm, capas para almofadas, Lã Amigurumi  Pelúcia - Azul, capas para almofadas, Lã Amigurumi Soft - Vermelho Claro"
632,"coletes, Agulha de Crochê 4,0 mm, coletes, Lã algodão 4 - Azul Escuro, coletes, Lã algodão 4 - Rosa Escuro"
633,"mochilas, Bolinhas decorativas, mochilas, Botas de Natal"
634,"almofadas, Guirlandas, almofadas, Lã algodão 8 - Azul Escuro, colares, Guirlandas, colares, Lã algodão 8 - Azul Escuro"
635,"mobiles para berco, Agulha de Crochê 4,0 mm, mobiles para berco, Lã algodão 8 - Vermelho Escuro"
636,"saidas de praia, Barbante 8 - Azul Escuro"
637,"porta-shampoo, Botão Pequeno Laranja, porta-shampoo, Focinho de Porco 20mm"
638,"capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Barbante 4 - Verde Escuro, capas para tampa de vaso, Barbante 4 - Branco"
639,"saidas de praia, Focinho de Porco 20mm, saidas de praia, Lã Amigurumi Soft - Laranja Claro, capas para garrafas de agua quente, Focinho de Porco 20mm, capas para garrafas de agua quente, Lã Amigurumi Soft - Laranja Claro"
640,"xales, Guirlandas, xales, Barbante 6 - Roxo Escuro"
641,"blusas, Chapéu de Sol, blusas, Lã Amigurumi Soft - Rosa Claro, enfeites para carrinho de bebe, Chapéu de Sol, enfeites para carrinho de bebe, Lã Amigurumi Soft - Rosa Claro"
642,"babadores, Bolinhas decorativas, babadores, Barbante Natural 8 - Amarelo Escuro, babadores, Barbante 4 - Marrom, mochilas, Bolinhas decorativas, mochilas, Barbante Natural 8 - Amarelo Escuro, mochilas, Barbante 4 - Marrom"
643,"bichinhos, Agulha de Crochê 4,0 mm, bichinhos, Barbante 4 - Verde Escuro"
644,"bonecos, Mini Gorros de Papai Noel, bonecos, Lã algodão 2 - Azul, panos de prato, Mini Gorros de Papai Noel, panos de prato, Lã algodão 2 - Azul"
645,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Lã algodão 4 - Amarelo Claro, cobertores, Agulha de Crochê 4,0 mm, cobertores, Lã algodão 4 - Amarelo Claro"
646,"jogos americanos, Focinho de Gato 8mm, jogos americanos, Laços"
647,"jogos americanos, Focinho de Porco 20mm, jogos americanos, Focinho de Urso 15mm, jogos americanos, Lã Amigurumi  Pelúcia - Azul, jogos americanos, Lã Amigurumi  Pelúcia - Azul Claro"
648,"cobertores, Agulha de Crochê 4,0 mm, cobertores, Barbante 8 - Rosa Escuro, capas para almofadas de agulhas de trico, Agulha de Crochê 4,0 mm, capas para almofadas de agulhas de trico, Barbante 8 - Rosa Escuro"
649,"animais de pelucia, Bolinhas decorativas, animais de pelucia, Barbante Natural 4 - Preto"
650,"diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Barbante 4 - Marrom, coletes, Agulha de Crochê 4,0 mm, coletes, Barbante 4 - Marrom"
651,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Lã algodão 4 - Verde Claro, tapetes, Barbante 8 - Cinza Escuro, vestidos, Agulha de Crochê 4,0 mm, vestidos, Lã algodão 4 - Verde Claro, vestidos, Barbante 8 - Cinza Escuro"
652,"cachecois, Mini Árvores de Natal, cachecois, Barbante 6 - Verde Claro, toucas e sapatinhos para bebe, Mini Árvores de Natal, toucas e sapatinhos para bebe, Barbante 6 - Verde Claro"
653,"saidas de praia, Barbante Natural 4 - Laranja Claro, bichinhos, Barbante Natural 4 - Laranja Claro"
654,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Barbante 4 - Vermelho Escuro, saidas de praia, Lã algodão 4 - Roxo Escuro, xales, Agulha de Crochê 4,0 mm, xales, Barbante 4 - Vermelho Escuro, xales, Lã algodão 4 - Roxo Escuro"
655,"conjuntos de lingerie, Barbante 8 - Rosa Claro, xales, Barbante 8 - Rosa Claro"
656,"cobertores, Botas de Natal, cobertores, Barbante Natural 4 - Verde Escuro, cobertores, Botas de Natal, cobertores, Barbante Natural 4 - Verde Escuro"
657,"panos de prato, Óculos de Segurança, panos de prato, Óculos de Natação, panos de prato, Lã Amigurumi  Pelúcia - Roxo, porta-copos, Óculos de Segurança, porta-copos, Óculos de Natação, porta-copos, Lã Amigurumi  Pelúcia - Roxo"
658,"colares, Agulha de Crochê 4,0 mm, colares, Lã algodão 4 - Vermelho Claro, colares, Barbante 8 - Azul Escuro, babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 4 - Vermelho Claro, babadores, Barbante 8 - Azul Escuro"
659,"amigurumis, Botas de Natal, amigurumis, Lã Amigurumi Soft - Rosa, amigurumis, Lã algodão 2 - Branco"
660,"amigurumis, Botas de Natal, amigurumis, Lã algodão 2 - Marrom"
661,"toalhas de mesa, Chapéu de Cowboy, toalhas de mesa, Lã Amigurumi Soft - Azul Claro, toalhas de mesa, Lã Amigurumi Soft - Azul"
662,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Barbante 8 - Amarelo Escuro, animais de pelucia, Lã algodão 8 - Rosa Escuro, amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Barbante 8 - Amarelo Escuro, amigurumis, Lã algodão 8 - Rosa Escuro"
663,"animais de pelucia, Mini Árvores de Natal, animais de pelucia, Barbante Natural 8 - Azul Claro, animais de pelucia, Lã Amigurumi  Pelúcia - Azul Escuro"
664,"biquinis, Guirlandas, biquinis, Lã Amigurumi  Brilho - Vermelho, cestas organizadoras, Guirlandas, cestas organizadoras, Lã Amigurumi  Brilho - Vermelho"
665,"toucas e sapatinhos para bebe, Agulha de Crochê Tunisiano 2,0 mm, capas para almofadas, Agulha de Crochê Tunisiano 2,0 mm"
666,"porta-copos, Chapéu de Páscoa, porta-copos, Lã Amigurumi  Pelúcia - Branco, porta-copos, Lã Amigurumi Soft - Laranja Escuro"
667,"colares, Bolinhas decorativas, colares, Lã Amigurumi  Brilho - Verde, colares, Barbante Natural 2 - Vermelho, porta-toalhas, Bolinhas decorativas, porta-toalhas, Lã Amigurumi  Brilho - Verde, porta-toalhas, Barbante Natural 2 - Vermelho"
668,"blusas, Agulha de Crochê 4,0 mm, blusas, Lã algodão 4 - Vermelho, blusas, Lã algodão 4 - Rosa, gorros, Agulha de Crochê 4,0 mm, gorros, Lã algodão 4 - Vermelho, gorros, Lã algodão 4 - Rosa"
669,"colares, Botas de Natal, colares, Guirlandas, cachecois, Botas de Natal, cachecois, Guirlandas"
670,"bonecos, Lã Amigurumi  Pelúcia - Rosa, bonecos, Lã Amigurumi Soft - Vermelho Escuro, coletes, Lã Amigurumi  Pelúcia - Rosa, coletes, Lã Amigurumi Soft - Vermelho Escuro"
671,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 4 - Marrom, tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Barbante 4 - Marrom"
672,"babadores, Agulha de Crochê 4,0 mm, babadores, Barbante 8 - Vermelho Claro, babadores, Lã algodão 8 - Cinza Escuro, conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Barbante 8 - Vermelho Claro, conjuntos de lingerie, Lã algodão 8 - Cinza Escuro"
673,"golas, Lã algodão 4 - Amarelo Escuro, capas para garrafas de agua quente, Lã algodão 4 - Amarelo Escuro"
674,"coletes, Agulha de Crochê 4,0 mm, coletes, Barbante 8 - Roxo Claro"
675,"enfeites para carrinho de bebe, Guirlandas, enfeites para carrinho de bebe, Lã Amigurumi Soft - Roxo, enfeites para carrinho de bebe, Lã algodão 2 - Azul, mantas para bebe, Guirlandas, mantas para bebe, Lã Amigurumi Soft - Roxo, mantas para bebe, Lã algodão 2 - Azul"
676,"cestas organizadoras, Agulha de Crochê 4,0 mm, cestas organizadoras, Lã algodão 8 - Azul Escuro, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Azul Escuro"
677,"porta-toalhas, Chapéu de Páscoa, porta-toalhas, Chapéu de Cowboy, chapeus, Chapéu de Páscoa, chapeus, Chapéu de Cowboy"
678,"capas para livros, Bolinhas decorativas, capas para livros, Botas de Natal"
679,"panos de prato, Agulha de Crochê 2,5 mm"
680,"bichinhos, Agulha de Crochê 4,0 mm, bichinhos, Lã algodão 8 - Verde, bichinhos, Lã algodão 8 - Laranja, biquinis, Agulha de Crochê 4,0 mm, biquinis, Lã algodão 8 - Verde, biquinis, Lã algodão 8 - Laranja"
681,"golas, Agulha de Crochê 4,0 mm, golas, Barbante 8 - Verde Escuro"
682,"porta-shampoo, Lã Amigurumi Soft - Azul Escuro, porta-shampoo, Lã Amigurumi Soft - Laranja Escuro, cachecois, Lã Amigurumi Soft - Azul Escuro, cachecois, Lã Amigurumi Soft - Laranja Escuro"
683,"golas, Agulha de Crochê 4,0 mm, golas, Lã algodão 8 - Amarelo Escuro"
684,"bolsas de tablet/laptop, Óculos de Esportes, bolsas de tablet/laptop, Lã Amigurumi Soft - Laranja Claro"
685,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 8 - Amarelo Claro, cortinas, Lã algodão 8 - Azul Escuro, almofadas, Agulha de Crochê 4,0 mm, almofadas, Barbante 8 - Amarelo Claro, almofadas, Lã algodão 8 - Azul Escuro"
686,"animais de pelucia, Agulha de Crochê Tunisiano 3,5 mm, animais de pelucia, Agulha de Crochê Tunisiano 2,0 mm, mantas para bebe, Agulha de Crochê Tunisiano 3,5 mm, mantas para bebe, Agulha de Crochê Tunisiano 2,0 mm"
687,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Lã algodão 8 - Laranja Escuro, capas para almofadas, Lã algodão 8 - Cinza, top cropped, Agulha de Crochê 4,0 mm, top cropped, Lã algodão 8 - Laranja Escuro, top cropped, Lã algodão 8 - Cinza"
688,"coletes, Botas de Natal, coletes, Lã algodão 4 - Azul, bolsas, Botas de Natal, bolsas, Lã algodão 4 - Azul"
689,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Barbante 8 - Verde Claro, toalhas de mesa, Lã algodão 4 - Laranja"
690,"jogos americanos, Boca de Boneca 15mm, jogos americanos, Lã Amigurumi Soft - Preto"
691,"cobertores, Mini Árvores de Natal, cobertores, Lã algodão 8 - Vermelho"
692,"mobiles para berco, Boca de Gato 10mm, mobiles para berco, Olhos de Gato de Plástico 6mm, mobiles para berco, Lã Amigurumi  Pelúcia - Laranja Claro, mobiles para berco, Lã Amigurumi Soft - Branco, porta-sabonetes, Boca de Gato 10mm, porta-sabonetes, Olhos de Gato de Plástico 6mm, porta-sabonetes, Lã Amigurumi  Pelúcia - Laranja Claro, porta-sabonetes, Lã Amigurumi Soft - Branco"
693,"cobertores, Agulha de Crochê Tunisiano 3,5 mm, porta-shampoo, Agulha de Crochê Tunisiano 3,5 mm"
694,"tapetes, Mini Gorros de Papai Noel, tapetes, Lã algodão 8 - Azul Claro, tapetes, Lã Amigurumi Soft - Rosa"
695,"cintos, Óculos de Natação, cintos, Lã Amigurumi Soft - Vermelho, cintos, Lã Amigurumi  Pelúcia - Verde"
696,"porta-copos, Mini Árvores de Natal, jogos americanos, Mini Árvores de Natal"
697,"capas para livros, Botas de Natal, capas para livros, Lã Amigurumi  Pelúcia - Roxo Claro, animais de pelucia, Botas de Natal, animais de pelucia, Lã Amigurumi  Pelúcia - Roxo Claro"
698,"bolsas, Focinho de Urso 15mm, bolsas, Olhos de Cachorro de Botão 6mm, bolsas, Lã Amigurumi  Pelúcia - Laranja Escuro, bolsas, Lã Amigurumi  Pelúcia - Cinza"
699,"bonecos, Olhos de Gato de Plástico 8mm, bonecos, Chapéu de Sol, bonecos, Lã Amigurumi Soft - Laranja Claro, colares, Olhos de Gato de Plástico 8mm, colares, Chapéu de Sol, colares, Lã Amigurumi Soft - Laranja Claro"
700,"gorros, Botas de Natal, gorros, Barbante Natural 6 - Rosa Escuro, gorros, Barbante 8 - Verde Claro"
701,"animais de pelucia, Bolinhas decorativas, animais de pelucia, Lã algodão 2 - Laranja, animais de pelucia, Lã algodão 8 - Verde"
702,"meias, Agulha de Crochê 4,0 mm, meias, Lã algodão 4 - Vermelho, amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Lã algodão 4 - Vermelho"
703,"tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Barbante 8 - Marrom"
704,"enfeites para carrinho de bebe, Bolinhas decorativas, enfeites para carrinho de bebe, Lã Amigurumi  Brilho - Laranja Escuro, enfeites para carrinho de bebe, Lã Amigurumi  Pelúcia - Cinza Escuro"
705,"enfeites para carrinho de bebe, Óculos de Leitura, enfeites para carrinho de bebe, Lã Amigurumi Soft - Rosa Claro"
706,"bichinhos, Agulha de Crochê 4,0 mm, bichinhos, Lã algodão 4 - Preto, panos de prato, Agulha de Crochê 4,0 mm, panos de prato, Lã algodão 4 - Preto"
707,"cintos, Agulha de Crochê Tunisiano 10,0 mm, capas para almofadas de agulhas de trico, Agulha de Crochê Tunisiano 10,0 mm"
708,"colares, Botão Pequeno Preto, colares, Botão Pequeno Pastel"
709,"capas para almofadas de agulhas de trico, Agulha de Crochê 4,0 mm, capas para almofadas de agulhas de trico, Barbante 8 - Roxo Claro"
710,"diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Lã algodão 8 - Vermelho Escuro, diversos, outros, Lã algodão 8 - Preto"
711,"mantas para bebe, Mini Árvores de Natal, mantas para bebe, Barbante 8 - Cinza Claro, chaveiros, Mini Árvores de Natal, chaveiros, Barbante 8 - Cinza Claro"
712,"saidas de praia, Mini Árvores de Natal, saidas de praia, Barbante 4 - Roxo Claro"
713,"tapetes, Mini Gorros de Papai Noel, tapetes, Barbante 4 - Cinza Claro, tapetes, Lã algodão 2 - Roxo Claro, porta-copos, Mini Gorros de Papai Noel, porta-copos, Barbante 4 - Cinza Claro, porta-copos, Lã algodão 2 - Roxo Claro"
714,"meias, Agulha de Crochê 4,0 mm, meias, Barbante 8 - Roxo Claro"
715,"capas para livros, Pequenas Caixas de Presente, capas para livros, Lã algodão 2 - Verde Claro"
716,"coletes, Mini Árvores de Natal, coletes, Lã algodão 6 - Cinza Claro, coletes, Lã algodão 6 - Rosa, vestidos, Mini Árvores de Natal, vestidos, Lã algodão 6 - Cinza Claro, vestidos, Lã algodão 6 - Rosa"
717,"chaveiros, Lã Amigurumi Soft - Laranja, chaveiros, Lã Amigurumi  Pelúcia - Roxo Claro, tapetes de banheiro, Lã Amigurumi Soft - Laranja, tapetes de banheiro, Lã Amigurumi  Pelúcia - Roxo Claro"
718,"meias, Agulha de Crochê 4,0 mm, meias, Lã algodão 4 - Laranja Escuro, bolsas, Agulha de Crochê 4,0 mm, bolsas, Lã algodão 4 - Laranja Escuro"
719,"babadores, Mini Árvores de Natal"
720,"xales, Mini Árvores de Natal, xales, Barbante 6 - Branco, xales, Lã algodão 8 - Vermelho, toalhas de mesa, Mini Árvores de Natal, toalhas de mesa, Barbante 6 - Branco, toalhas de mesa, Lã algodão 8 - Vermelho"
721,"porta-shampoo, Óculos de Esportes, porta-shampoo, Lã Amigurumi  Pelúcia - Vermelho, porta-shampoo, Lã Amigurumi Soft - Rosa Claro"
722,"colares, Agulha de Crochê 4,0 mm, colares, Barbante 8 - Roxo Claro, colares, Barbante 4 - Cinza Claro, babadores, Agulha de Crochê 4,0 mm, babadores, Barbante 8 - Roxo Claro, babadores, Barbante 4 - Cinza Claro"
723,"cintos, Óculos de Natação, cintos, Lã Amigurumi  Pelúcia - Amarelo Escuro, porta-copos, Óculos de Natação, porta-copos, Lã Amigurumi  Pelúcia - Amarelo Escuro"
724,"cortinas, Óculos de Esportes, cortinas, Olhos de Gato de Plástico 6mm"
725,"toucas e sapatinhos para bebe, Mini Gorros de Papai Noel, toucas e sapatinhos para bebe, Barbante Natural 4 - Cinza Escuro"
726,"capas para almofadas, Chapéu de Palha, capas para almofadas, Óculos de Natação, capas para almofadas, Lã Amigurumi Soft - Rosa Claro"
727,"saidas de praia, Focinho de Cachorro 10mm, saidas de praia, Lã Amigurumi Soft - Preto"
728,"conjuntos de lingerie, Pequenas Caixas de Presente, conjuntos de lingerie, Lã algodão 4 - Roxo, conjuntos de lingerie, Lã algodão 4 - Laranja, capas para tampa de vaso, Pequenas Caixas de Presente, capas para tampa de vaso, Lã algodão 4 - Roxo, capas para tampa de vaso, Lã algodão 4 - Laranja"
729,"meias, Olhos de Gato de Plástico 6mm, meias, Olhos de Cachorro de Pelúcia 12mm, meias, Lã Amigurumi  Pelúcia - Verde, meias, Lã Amigurumi Soft - Roxo Claro"
730,"babadores, Lã algodão 4 - Vermelho, babadores, Lã algodão 8 - Roxo Escuro"
731,"saidas de praia, Barbante Natural 6 - Preto, saidas de praia, Barbante Natural 6 - Rosa Escuro"
732,"tapetes de banheiro, Olhos de Cachorro de Botão 6mm, tapetes de banheiro, Boca de Boneca 15mm, tapetes de banheiro, Lã Amigurumi Soft - Azul Claro, tapetes de banheiro, Lã Amigurumi Soft - Vermelho Escuro, porta-toalhas, Olhos de Cachorro de Botão 6mm, porta-toalhas, Boca de Boneca 15mm, porta-toalhas, Lã Amigurumi Soft - Azul Claro, porta-toalhas, Lã Amigurumi Soft - Vermelho Escuro"
733,"bolsas, Chapéu de Palha, bolsas, Lã Amigurumi  Pelúcia - Vermelho Escuro, bolsas, Lã Amigurumi  Pelúcia - Roxo"
734,"biquinis, Agulha de Crochê 4,0 mm, biquinis, Barbante 8 - Azul Claro, biquinis, Lã algodão 4 - Azul Claro, capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Barbante 8 - Azul Claro, capas para livros, Lã algodão 4 - Azul Claro"
735,"xales, Focinho de Porco 18mm, xales, Chapéu de Palha, xales, Lã Amigurumi Soft - Rosa Claro, xales, Lã Amigurumi Soft - Azul Escuro, cobertores, Focinho de Porco 18mm, cobertores, Chapéu de Palha, cobertores, Lã Amigurumi Soft - Rosa Claro, cobertores, Lã Amigurumi Soft - Azul Escuro"
736,"top cropped, Agulha de Crochê 4,0 mm, top cropped, Barbante 4 - Cinza Claro, bolsas, Agulha de Crochê 4,0 mm, bolsas, Barbante 4 - Cinza Claro"
737,"cachecois, Agulha de Crochê 4,0 mm, cachecois, Barbante 4 - Laranja, cachecois, Lã algodão 4 - Vermelho Escuro"
738,"porta-copos, Agulha de Crochê 4,0 mm, porta-copos, Lã algodão 8 - Cinza Claro, porta-copos, Lã algodão 4 - Azul Claro, toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Lã algodão 8 - Cinza Claro, toalhas de mesa, Lã algodão 4 - Azul Claro"
739,"capas para tampa de vaso, Mini Árvores de Natal, capas para tampa de vaso, Barbante Natural 8 - Branco, capas para tampa de vaso, Lã algodão 8 - Amarelo Claro, saidas de praia, Mini Árvores de Natal, saidas de praia, Barbante Natural 8 - Branco, saidas de praia, Lã algodão 8 - Amarelo Claro"
740,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Lã algodão 4 - Azul Claro, tapetes, Barbante 8 - Verde Escuro, bolsas, Agulha de Crochê 4,0 mm, bolsas, Lã algodão 4 - Azul Claro, bolsas, Barbante 8 - Verde Escuro"
741,"amigurumis, Chapéu de Palha, amigurumis, Lã Amigurumi  Pelúcia - Verde, amigurumis, Lã Amigurumi  Pelúcia - Azul, capas para almofadas de agulhas de trico, Chapéu de Palha, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Verde, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Azul"
742,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Barbante 4 - Azul Escuro, bonecos, Agulha de Crochê 4,0 mm, bonecos, Barbante 4 - Azul Escuro"
743,"toucas e sapatinhos para bebe, Óculos de Sol, toucas e sapatinhos para bebe, Boca de Sorriso 15mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Branco"
744,"bonecos, Lã Amigurumi  Pelúcia - Marrom, bonecos, Lã Amigurumi  Pelúcia - Cinza Escuro, babadores, Lã Amigurumi  Pelúcia - Marrom, babadores, Lã Amigurumi  Pelúcia - Cinza Escuro"
745,"conjuntos de lingerie, Guirlandas, conjuntos de lingerie, Barbante 2 - Cinza Escuro, conjuntos de lingerie, Lã algodão 4 - Roxo Escuro"
746,"toucas e sapatinhos para bebe, Agulha de Crochê 4,0 mm, toucas e sapatinhos para bebe, Barbante 8 - Rosa Escuro"
747,"toucas e sapatinhos para bebe, Chapéu de Cowboy, toucas e sapatinhos para bebe, Lã Amigurumi  Pelúcia - Verde, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Vermelho Claro"
748,"cobertores, Bolinhas decorativas, cobertores, Lã Amigurumi  Brilho - Verde Escuro"
749,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 4 - Azul Escuro, cachecois, Agulha de Crochê 4,0 mm, cachecois, Barbante 4 - Azul Escuro"
750,"mobiles para berco, Agulha de Crochê 4,0 mm, mobiles para berco, Barbante 4 - Verde Escuro, diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Barbante 4 - Verde Escuro"
751,"enfeites para carrinho de bebe, Mini Gorros de Papai Noel, enfeites para carrinho de bebe, Barbante 6 - Roxo Escuro, enfeites para carrinho de bebe, Lã Amigurumi  Pelúcia - Preto, cestas organizadoras, Mini Gorros de Papai Noel, cestas organizadoras, Barbante 6 - Roxo Escuro, cestas organizadoras, Lã Amigurumi  Pelúcia - Preto"
752,"colares, Agulha de Crochê 4,0 mm, colares, Barbante 4 - Rosa Claro, colares, Barbante 4 - Laranja"
753,"bichinhos, Pequenas Caixas de Presente, bichinhos, Lã algodão 4 - Marrom"
754,"cortinas, Mini Árvores de Natal, cortinas, Barbante 8 - Amarelo Escuro, cortinas, Barbante 8 - Azul Claro, bolsas de tablet/laptop, Mini Árvores de Natal, bolsas de tablet/laptop, Barbante 8 - Amarelo Escuro, bolsas de tablet/laptop, Barbante 8 - Azul Claro"
755,"chapeus, Focinho de Gato 10mm, chapeus, Boca de Sorriso 15mm, chapeus, Lã Amigurumi Soft - Amarelo, chapeus, Lã Amigurumi Soft - Roxo"
756,"porta-copos, Agulha de Crochê 4,0 mm, porta-copos, Lã algodão 8 - Amarelo Claro"
757,"blusas, Focinho de Gato 10mm, blusas, Lã Amigurumi  Pelúcia - Cinza Escuro, blusas, Lã Amigurumi Soft - Branco"
758,"gorros, Chapéu de Festa, gorros, Óculos de Esportes, cobertores, Chapéu de Festa, cobertores, Óculos de Esportes"
759,"bichinhos, Barbante Natural 2 - Cru, bichinhos, Barbante 4 - Verde Escuro"
760,"almofadas, Boca de Sorriso 20mm, almofadas, Marcador de pontos, babadores, Boca de Sorriso 20mm, babadores, Marcador de pontos"
761,"luvas, Boca de Cachorro 12mm, luvas, Lã Amigurumi Soft - Vermelho Escuro, luvas, Lã Amigurumi Soft - Roxo Claro"
762,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Barbante 4 - Vermelho Escuro, porta-talheres, Lã algodão 8 - Amarelo Escuro, cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 4 - Vermelho Escuro, cortinas, Lã algodão 8 - Amarelo Escuro"
763,"porta-talheres, Lã Amigurumi  Brilho - Azul Claro"
764,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Barbante 8 - Cinza Escuro, conjuntos de lingerie, Barbante 4 - Preto"
765,"cobertores, Agulha de Crochê 4,0 mm, cobertores, Lã algodão 4 - Marrom, cobertores, Barbante 8 - Verde Escuro"
766,"luvas, Pequenas Caixas de Presente, luvas, Barbante 6 - Preto, luvas, Barbante Natural 8 - Laranja, mobiles para berco, Pequenas Caixas de Presente, mobiles para berco, Barbante 6 - Preto, mobiles para berco, Barbante Natural 8 - Laranja"
767,"capas para garrafas de agua quente, Lã Amigurumi  - Verde Escuro, capas para garrafas de agua quente, Lã algodão 4 - Branco"
768,"mobiles para berco, Olhos de Gato de Plástico 6mm, mobiles para berco, Óculos de Segurança, mobiles para berco, Lã Amigurumi Soft - Verde Claro, mobiles para berco, Lã Amigurumi  Pelúcia - Roxo, bolsas, Olhos de Gato de Plástico 6mm, bolsas, Óculos de Segurança, bolsas, Lã Amigurumi Soft - Verde Claro, bolsas, Lã Amigurumi  Pelúcia - Roxo"
769,"meias, Guirlandas, meias, Lã algodão 6 - Verde Claro, meias, Lã algodão 6 - Roxo Claro"
